2025-11-14 08:09:00,958 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: test | Action: blocked | Event ID: c221090777552aad | Patterns: eval\s*\(, __import__\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 02410f83f1bb7c6e | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 31d6916881ae1482 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 0184e293182ea1fb | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 71d4b3e660d5a6d6 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: afc1be34c5b2b012 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: b322fee8fae04d15 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: e6c01f7b96513d94 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,312 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 6e896017ec2f7970 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: fc6ef337fa001b74 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 5dcbf9a17abe0cc5 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: b8379b70977539fb | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 52cd9494528fb041 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 0643adf0b1334f31 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 8482b036c6ff92da | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: c61e2f7207936457 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: 322fa0e1a26c2209 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: unknown | Action: blocked | Event ID: b3e997f5bca072c0 | Patterns: eval\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 592c6fb83f22a97c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 47ef00cb1bc8fd91 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 30b769130881c42a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8e6e039abc57b977 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 49ff498057a5c8ac | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7f1479d4fc09b65d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d02f290b8153afae | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d672889f1f7f7556 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 9d5d7773e4388c80 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 93cbb0776396ee93 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c4f2f0f494288c5a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c5ded99e39b1c255 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: cf10284a42a7f8fb | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 880933d5c86708a4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 1c92df58a208a421 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 5e73257c085037a1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,313 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f7c075655aad22b8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ed4f2228271393bf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e4cc6c246894badb | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 986f5d875948b318 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 2cbf781f92d94907 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: dfcd0c512ae3ba66 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e6de50c8691d138e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: a844cdf501aebd11 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: a9e34f6899261c65 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 179e675a5015aadd | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 70eff65454a793a2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 4663e0fe68bd07a3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 203bb4cad7594f1b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e2531899fb0615c5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c8419fce2466cd84 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 978a00b6781336f0 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 0a42cd8a2dde8b5e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 654669012718438b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: a621465d23896666 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 52ac1b4f12bdcb88 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 4df0319dc9376d56 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 75bbb610cc04ab50 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c51f76508ffb7438 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 88008832fb9bd70c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 3aa7bdda8fe79430 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c3b761b78f2d83bf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7d2ea493797ba8fd | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,314 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 3b83e636b534b971 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 2cb69a931881d3c0 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8ff9edaecb317d80 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e19437baa5baa30d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 3971769f786f3f0a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 4469b9e7163aad13 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c428b0c28e294e10 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 44c888cec9027161 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 2f6faaef3d858c23 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7dd6be8fddfdc6e6 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 321e33a9846a0e4a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 829197ba4d555186 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 18efff2ad894ec6b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d51b7d56a3a4814d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 197adafa7504984e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 735cd6ddc3e89cbf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: a1b92d9c13edf5f6 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 4064b6b8b7be3811 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 5f43d19ded14845e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 1038aca0d0ee543c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6a085e3755ee17ac | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 656a9823ce863d46 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b49ebe1f9c2bc1b1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: dadcb394df0b6066 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 9e99283f88b5b998 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 3ca89962b3fdf85e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: be2703248cd067f5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,315 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 81dcd91d5b9ea70f | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8abe71e8f981b39a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 310e4373884cdf23 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6caba82d0e52de60 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6cae2c0cabb81390 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e081fce9e1ee762e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6253bd36c281fff5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 67c2376a85787a52 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,316 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d5c36e236bb4cf0c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
